,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30,PC31,PC32,PC33,PC34,PC35,PC36,PC37,PC38,PC39,PC40,PC41,PC42,PC43,PC44,PC45,PC46,PC47,PC48,PC49,PC50,PC51,PC52,PC53,PC54,PC55,PC56,PC57,PC58,PC59,PC60,PC61,PC62,PC63,PC64,PC65,PC66,PC67,PC68,PC69,PC70,PC71,PC72,PC73,PC74,PC75,PC76,PC77,PC78,PC79,PC80,PC81,PC82,PC83,PC84,PC85,PC86,PC87,PC88,PC89,PC90,PC91,PC92,PC93,PC94,PC95,PC96,PC97,PC98,PC99,PC100
45,-0.16815963,-3.7616332,-7.9606137,-4.600717,3.6316283,-2.799946,-4.1095695,-1.1388409,-3.432008,-8.177888,-2.0718677,-5.2338057,1.9273384,-2.3759854,-4.3897567,10.156425,2.417966,-2.0107772,-0.9969149,2.8991213,-3.2439442,0.72671384,-1.8415419,-4.8242183,0.47814053,-1.0368645,-2.7611136,-1.0648944,-1.3825732,1.567323,-1.5640326,-2.081607,2.088178,0.06618213,-2.576832,0.46046457,0.58333707,1.3215176,0.5929654,0.4189172,-1.8799587,-1.9396192,0.5330612,-0.4230461,-0.14988898,0.59206426,0.16049424,-0.13309897,-0.023473807,0.35283813,0.6513754,-0.32305172,1.3461491,0.752263,0.94664735,0.4488134,0.7184567,-0.8189091,0.20431812,0.37864414,-0.5443262,-0.21384308,0.283124,0.15645222,0.1896783,-0.15066056,0.10060559,-0.64435315,0.28701344,0.35576883,-0.022132847,-0.30656737,0.13063924,0.0015544647,0.5008292,0.13417247,0.15392923,0.5137015,0.19663587,0.01880703,0.70716923,-0.08689465,0.6619858,-0.19283143,0.1099958,0.21545127,0.31402716,0.1318668,-0.08435332,0.3566141,0.42938948,-0.25805554,-0.28133082,0.50152224,-0.07951849,-0.3030212,-0.0038105897,-0.17535383,-0.03492219,-0.13431953
46,-4.482267,1.3640091,-0.86421573,0.8591504,-6.547021,8.94659,-3.4223757,-0.34050047,0.9980912,-5.7592263,4.3282795,-0.50591195,-0.84788,-6.1968684,5.0871944,1.0515754,-1.5520881,-3.348239,-1.7224407,-2.2950587,-1.1289908,2.7600443,7.546043,-3.009158,0.47599444,-0.14735751,-2.3330452,2.2760088,-0.35228974,-1.2187034,1.4948369,0.7141979,-0.87478596,0.5548657,0.71688837,0.17832185,-1.2018574,-0.8697595,0.39849207,-0.81021523,-0.36076587,-1.9560411,0.5182383,-0.49894378,1.0136241,0.867206,0.6279849,0.07175526,-0.0904145,-0.49942586,0.56743073,-0.14067599,0.3245872,0.9505054,0.8945572,0.7316822,1.5609559,-0.8629172,0.11308958,-0.124706276,-0.83314997,-0.124942236,0.2634924,0.035691738,0.084532864,-0.07083568,-0.076800406,-0.28221282,0.41695827,0.02242991,0.09569733,-0.15838763,-0.018885735,0.05235966,0.15620935,0.2219231,-0.32364437,0.063331656,0.34223282,-0.21422859,0.377829,-0.13782106,-0.11889235,0.35742372,0.099706195,0.17986047,0.5105131,-0.48499793,0.10974158,-0.29459924,-0.096124806,0.78952956,-0.009784424,-0.07853052,0.5417279,-0.20669919,0.28292805,0.08259162,-0.09622709,0.115011364
47,-3.8678532,-1.5604755,2.5586824,6.452936,-0.56623024,-1.514359,0.97863716,4.806476,-1.2957976,-1.5685939,-5.039975,0.23317161,1.0168016,2.3722181,-5.7354074,-3.7843206,-1.6628846,5.6845455,-6.1531796,4.095375,2.3370147,-0.13714042,0.71343714,-3.8177044,-1.3964248,1.2856076,-6.984156,4.2231936,6.93695,-1.4565376,2.554664,0.3991145,-0.41381082,2.5868652,2.7520957,-5.100771,2.257458,4.103171,-0.86850804,-1.7528996,-2.566411,-0.6914829,-1.8325524,0.9910184,0.9089658,-0.41854194,1.132335,0.8958126,-1.0100939,0.1485036,0.24782728,0.6568334,1.8568122,0.72477204,0.24091497,-0.051421706,-1.0654075,-0.8735678,-0.2631929,0.6363371,-0.76367337,-0.43302777,0.34469676,0.08792338,-0.02309253,-0.061566703,0.30275694,-0.20417443,0.15429895,0.25956464,0.16407247,-0.004381397,0.08037108,0.24406493,-0.005022154,0.19138385,-0.030201798,-0.43959314,0.3200271,0.05821763,0.26154616,-0.15078075,0.20364065,-0.049835026,-0.22572444,0.16154954,0.024631502,0.39836007,-0.0624906,-0.25024635,0.05194439,-0.017073194,0.22573397,-0.07965748,-0.052910544,0.0048126164,-0.10329615,0.009530988,0.05221933,0.02768585
48,1.1437432,-4.869073,-2.6108727,7.0418496,-4.730735,-4.283003,6.150491,2.0309317,5.126627,2.0702205,0.21298784,1.3909588,-1.0076,2.994216,0.41890886,8.859324,-1.2135777,8.75907,1.5714405,0.007901308,-3.596708,7.8476496,-0.30862105,-1.3091334,0.30613536,1.994174,1.2407947,2.6313176,-0.5607346,0.4927288,0.031913027,1.9339831,-2.1687052,-1.399887,-2.3635802,-0.9232565,-1.9345456,-0.97506493,0.1721722,-0.9651048,0.5197082,-0.11885906,0.39053094,-0.1578354,-0.68484634,0.64704436,1.4997312,0.093301676,0.34916785,-0.42191693,-0.29004067,-0.24384099,-0.0042519416,0.779716,1.1957161,-0.20496035,1.1083627,-0.33943585,0.5552846,0.6624874,-0.6954878,-0.22545964,0.2489106,0.39269176,0.39243048,0.12534936,0.16458325,-0.2189944,0.06752114,0.14154688,-0.1589825,-0.296427,-0.27623188,0.035499085,0.06469445,-0.305089,0.1647018,-0.048757415,-0.028130423,-0.1924346,-0.22980751,0.14549126,0.5028095,0.1609837,0.39101702,0.49862742,0.27755892,0.37064132,-0.14734197,-0.08607285,-0.2400462,-0.32179257,0.20227905,-0.1308291,0.20469691,0.2760082,-0.21653323,-0.07186082,0.010831279,-0.013610599
49,-0.8637444,3.715766,2.105681,-0.9566825,0.30732274,-3.504935,2.6075544,0.19362557,2.8967938,2.0191655,-0.44035676,-3.0719986,-1.5885903,-4.803617,1.3322369,0.821443,1.7489108,-0.2124234,-1.4258673,1.9763238,0.75444806,-0.24109052,2.2190173,-0.40140963,0.8182487,4.0542865,0.29301164,-1.5831653,-3.9451423,2.165685,-3.64309,-2.2946694,-4.9129,2.291113,1.1754718,-2.1921778,0.20539753,2.4687083,-4.330672,0.08850619,4.386951,-5.5618896,4.593352,-5.309407,5.084498,1.0807941,2.5543191,-1.6314615,5.6955323,-1.3082393,5.5353785,8.068811,0.686656,-1.7090834,1.7883068,-3.971838,-3.4627414,0.6350759,0.4714361,-0.31420055,0.23769122,-0.2655515,-0.10519359,-0.016704144,0.03998404,-0.17070317,0.15399332,-0.06144465,-0.17270756,0.05184835,0.04295581,0.021894727,0.010453706,-0.09648786,-0.026977537,-0.011915848,-0.032467313,-0.0205965,0.0042666914,-0.065446,-0.009469466,0.039887145,-0.027069317,-0.017418394,-0.007686932,0.009506691,-0.011597296,0.010965638,0.007628453,0.0008990602,0.01503836,-0.010141508,-0.025019772,-0.0054247403,0.0039482526,-0.006898513,-0.010484738,-0.002112097,0.0032495733,-0.0068144966
50,-2.1816797,-2.2336814,-0.6004548,0.4294657,0.5706298,0.13597496,-1.4550482,4.9132323,-3.4336443,-0.21869108,3.497833,-2.0669346,3.0314825,0.87088823,-1.3887904,-3.951977,1.0896813,4.1270623,-3.3966858,-1.2196813,0.82502156,3.5666058,-1.6105195,1.5977432,6.735641,9.428225,-1.7239827,-2.59885,-1.1411651,5.022782,-2.833723,3.1913803,6.841799,1.6499683,7.394791,3.5213118,-5.4119973,-3.3345892,-3.164996,1.7006493,-5.6972823,1.1594197,0.40112737,-1.7513982,-0.38250673,3.1665902,-1.4620157,0.55577505,-0.019859523,-1.2131144,0.23328494,-0.4538901,-0.14608505,0.30852365,0.6069076,-1.0592579,-0.55520564,-0.23660691,0.12321649,0.40575674,-0.08218466,-0.12709755,0.07939961,-0.0021680817,0.21174102,0.18418007,-0.08981161,-0.17221977,0.19516392,0.1346283,-0.07446184,-0.07399371,-0.060378946,0.09652652,-0.012813907,-0.20983541,0.00237659,-0.047387496,0.063948356,0.104810424,-0.010498204,-0.039747763,0.020708373,0.20567481,-0.03995589,0.15080452,0.08660582,-0.027992308,0.041518904,0.16290615,-0.049868364,-0.13745432,0.14118049,-0.063354485,0.052874576,0.012989275,0.0018320187,-0.11197652,0.04121473,0.025035799
51,-1.8619187,6.507603,-6.037583,4.1154547,2.361393,-3.7178855,-0.106053,0.21861307,5.8330903,5.267055,6.1817427,0.032872263,-0.34321147,-0.3040695,-6.593084,-3.7029178,-4.9790244,-0.10077421,-2.266817,-5.678088,0.46233526,-4.64273,1.893602,1.3470919,0.07778827,1.8386165,-2.7348676,-2.436081,0.8669899,4.9203544,3.3434374,-3.7090554,-0.9233757,-0.60828096,-4.863886,-1.0438658,-2.1644473,-3.8605914,3.9932623,3.6080883,-0.6489117,-2.8369985,-2.7815485,-0.74438375,0.5887216,0.14912567,1.4876351,0.19085085,-1.5758333,1.2224584,0.4071941,-0.54936934,1.5338079,0.033384338,1.198341,-1.386885,-0.12899275,-1.4424646,-0.633922,0.48182085,0.32450834,0.19319353,-0.43886283,0.1760254,0.30891588,-0.39138165,-0.34227017,-0.9333605,-0.49622732,-0.15536903,-0.3900352,-0.23120764,0.14861031,0.36257768,0.036966097,-0.0365398,0.2999352,-0.12616685,-0.15720212,0.265018,-0.092623666,-0.11245715,-0.19105993,0.29390112,0.05326678,0.34626487,-0.10943693,0.08489963,0.031461358,0.036481686,-0.22812259,0.13289312,0.054298773,0.020107428,-0.05903907,0.07925751,-0.09056253,0.043545812,-0.049692262,0.1222058
52,-1.3534296,1.6377139,-1.4010524,0.25130442,1.142615,-3.493843,1.109973,1.4503825,-1.2845973,1.3217529,-4.2757416,10.033749,3.8394015,0.13779952,2.023561,2.5822976,-0.06547387,-2.1923728,2.7635548,-0.19491087,1.667105,1.1181134,3.0539534,1.3441207,2.7635057,-4.387296,4.723329,3.2965982,5.642575,7.297019,-4.8391676,-6.5955763,1.7485043,3.2447238,2.40402,0.6933619,-2.642889,0.7034926,2.3937314,-3.6388545,-0.36690637,0.33680218,0.9784549,-1.649299,2.262444,-0.76550764,1.2393782,0.29772285,-0.41599545,1.2925595,-0.014543128,-0.27966166,0.42711562,0.16104357,-0.14158373,0.6846246,0.5467994,-1.28017,-0.110006034,0.5907092,-0.09309308,0.11265899,-0.12497738,-0.21702027,0.27736023,0.21359228,-0.7348259,0.117668666,-0.16406809,0.6329528,-0.5532066,0.40205202,-0.45257723,-0.54191905,0.23705265,-0.06125835,0.13417444,-0.15145266,0.19095229,0.061853856,-0.058860023,0.070304744,-0.21376619,0.11990883,-0.17494023,0.10964668,0.086212575,0.1974215,0.0037357754,-0.08165051,0.040859416,0.0020071694,0.11418874,0.06904932,-0.062179428,0.014333583,-0.032320138,-0.010932936,0.08250934,0.0073940693
53,-3.9802833,1.5993639,10.206747,0.15247588,4.3669205,-2.2972045,-2.5802557,-0.6677,-5.533728,11.725218,-4.2486267,-1.8170743,0.07986675,-5.4332213,3.3159704,2.8644218,-0.6286654,0.3211663,-0.7533398,-1.7077796,-2.7075057,-0.8824977,0.29513097,-3.2020078,-0.8050568,0.70660824,-1.4017217,-0.030966932,-1.3508629,0.7266886,-0.46168482,1.3029953,1.2722162,-1.0684402,0.4539179,-0.8652424,-0.2718954,0.4820763,1.6174735,-0.29698664,0.2345421,-0.840831,-0.106416464,-0.029315103,-0.1921154,0.6642389,0.27760887,-0.112762645,0.46389782,0.0689037,0.041603036,-0.38921154,0.39251798,0.8234099,0.50341177,0.45452777,0.8515634,-0.4572518,0.03744388,0.57591206,0.24111299,-0.21819405,0.06586083,0.06159359,0.08477157,0.110903494,0.1771586,-0.22778688,0.13452713,0.26922804,-0.18855578,-0.51139265,-0.011936389,0.082335986,-0.25275606,-0.31152523,-0.016558668,-0.25144202,-0.0715402,0.10505727,0.11573069,-0.10880738,-0.34275404,0.41803798,-0.06882922,0.35712752,-0.10386686,0.08978839,-0.06616209,0.18447894,-0.16372363,-0.3148735,0.031682946,0.031853173,-0.32657343,-0.27540857,0.3419812,0.021249415,0.124313034,0.1617575
54,2.2724252,8.108797,-2.1587312,-2.8749845,11.75329,6.298125,-3.4443126,0.39700592,5.315366,-3.4409313,-1.9147778,5.1475606,-1.9845538,1.3348463,1.6859577,-1.5895125,2.3151102,6.3101673,-1.5075395,1.5068114,-2.3321145,-1.0489839,1.0116664,-3.26069,-6.0081654,0.56252265,3.164579,0.46265396,-0.69908375,1.8454769,0.025266876,0.3771481,-0.03667412,-1.1159503,0.9124468,0.14925463,0.18996865,-0.6753007,0.03262669,0.59236753,-0.47439268,0.17050202,0.26229456,0.4143222,0.20314889,0.5954205,-0.0077214865,-0.29989305,0.102291904,0.17633334,0.2771569,-0.075193375,0.45637566,-0.15237552,0.14001141,0.12181529,0.12093421,-0.45790267,-0.34603363,-0.101549536,-0.50715655,-0.008589721,0.10951508,-0.1994745,0.2842058,0.18060139,0.24659906,-0.24448124,0.40155298,0.008721513,-0.20121333,-0.26186928,0.05791632,-0.15925814,-0.15585,-0.35355428,0.14564243,-0.10562304,0.04926835,0.1517928,-0.045409873,-0.24034265,-0.38910112,-0.0087806005,-0.043364823,0.20388786,-0.23602536,0.028586578,0.012062496,0.054449685,-0.24576846,-0.012445694,-0.19698735,-0.025204798,0.038324215,0.048219655,0.015103835,-0.1349172,-0.02922109,-0.17258061
55,19.30624,0.63616323,-3.9578547,5.7247043,1.7381748,3.46054,1.9628369,-2.5827327,-3.5218978,1.1392717,-1.6056731,1.9045744,-3.3829935,-2.4017258,0.6223824,0.7734326,0.6603729,-1.0917622,0.32623914,-0.84392655,2.7295036,-0.79682535,-0.25177497,0.4776285,1.2175871,0.18921821,-1.9211131,0.09463599,0.8073125,-1.5063305,-0.8417202,0.5825251,0.5496998,-1.2051153,0.5093807,-0.5699685,-0.56038135,0.32018682,-0.0035102405,0.4470477,-0.40017992,-1.0443822,0.55413246,0.01892663,0.3494237,0.18228605,0.526792,-0.11894374,0.015702613,-0.005278833,0.32509565,-0.0014727043,0.41379142,0.3682232,0.38999426,0.21030878,0.77865744,-0.55825293,-0.22289705,-0.22057913,-0.042080913,-0.13301851,0.021499854,-0.11130073,0.15990189,0.09100698,0.07440856,-0.10959437,0.18924499,0.16329311,-0.23160803,-0.08808184,-0.22622427,0.2586626,0.066108815,-0.096391365,0.25911638,-0.056480914,-0.2498111,-0.2945366,-0.018194161,-0.2602268,-0.49128845,-0.26788697,-0.1859457,0.35542113,-0.12893906,-0.06518363,-0.030002752,0.32521138,-0.1823679,-0.06729146,-0.03374224,0.015108196,0.084479176,0.1372626,-0.018314105,0.012009821,-0.12137864,-0.044629145
56,-0.61324215,2.75336,-0.64343864,-1.2789267,4.600152,0.19403891,-1.3138934,-0.22303776,5.799036,-4.5244813,-4.3746276,-9.7771225,-3.6782732,1.9497724,9.604445,-3.2559035,2.0020726,0.51186526,4.539007,-6.0041018,-0.3093077,-2.0156584,-6.1220045,-2.0282867,6.965755,-0.94673365,0.48821092,-1.1132774,3.232258,1.9275401,1.140383,1.9545105,-1.3579315,1.8100059,-0.9248754,-0.39587966,0.28242108,-0.035440248,-0.58639896,-2.1068416,0.06689815,-0.72970796,-1.0919983,0.6807643,0.11777216,-0.5816465,1.6485913,0.49966982,0.029015746,0.21474558,0.21532103,-0.03413265,0.12916125,0.88655967,0.46342027,0.014217417,0.08688145,-0.3988528,-0.19273748,0.20089087,-0.4358037,-0.16269048,0.32703573,0.07336421,0.10271769,0.0032044877,0.17840183,-0.17644915,0.3533379,0.24832743,-0.1837931,-0.36332065,-0.107475296,0.19312291,-0.095140725,-0.048500065,0.24679388,-0.15741336,0.08473783,-0.024973616,9.4359115e-05,0.037479166,-0.2197221,0.113488555,-0.07920213,0.07529236,-0.090285346,-0.10468286,0.08040384,0.27992186,-0.06134953,0.082468465,-0.08370745,0.15071031,-0.0048876065,0.006672961,-0.018916428,-0.20077634,-0.06136054,-0.021165187
57,-2.2604122,15.815534,-1.8810529,-3.7574382,-3.5201762,-5.488392,7.3377,-1.0341779,-3.4030416,-2.4490542,0.1681153,2.0116425,0.5479156,-0.4884107,1.5507429,0.20297204,-0.7205435,-0.010347428,2.4256358,0.80886215,-2.1668649,0.067490324,-1.3999146,0.7776713,-0.38490966,0.35913274,-1.3771902,0.41702837,-0.6401797,-2.1927106,0.81195766,-0.3972666,1.1741564,-0.003395981,0.18796642,-0.40780988,0.22159961,0.13183266,0.07004979,-0.23012777,-1.0757338,-0.82757086,0.20898332,-0.107951835,0.09505323,0.670131,0.5870496,-0.21051396,-0.10828967,-0.59280086,0.72867376,0.23250584,0.15528476,0.95115376,0.87483233,0.48958048,1.007196,-0.66228163,-0.12659863,-0.36547372,-0.4057055,0.076465175,0.15317035,-0.21831553,-0.2631049,0.10518853,0.24139693,0.15870437,0.15591528,0.30647555,-0.33021492,-0.3308463,-0.040877398,0.20349766,-0.085376956,-0.4981211,0.5486442,-0.18631364,0.10304271,0.20580746,0.051277198,-0.056402043,-0.15653658,0.17202854,0.09359586,-0.21225648,-0.16964142,-0.2116713,-0.09090067,0.09575371,-0.081283145,-0.087365545,-0.30588967,0.055910673,0.12329389,-0.080396384,-0.18360579,0.061838683,-0.21234484,-0.20229542
58,-0.67007023,-2.070159,0.14057834,9.202969,-2.2428436,-4.370978,-1.9907486,2.7511249,-0.7472325,-2.3692439,0.040597163,-5.06062,-3.468222,1.39838,4.7483716,-0.07310364,-2.1664171,-3.160723,-0.030005556,-0.5369278,-2.6982346,-1.3409965,-2.4049816,4.136631,-5.0411596,-7.3085866,3.065044,6.5029745,-1.1568507,-1.2016032,-6.139712,1.0071115,-3.2583013,-0.9657192,1.8374479,2.2273371,1.8541818,0.8369127,1.4189252,3.7634578,-0.6158106,-0.42451403,-5.764557,-3.2194817,2.7890806,4.531632,-2.70248,0.19053404,-2.1315923,-2.6626523,-0.10423488,-0.6199969,1.7010578,1.355305,0.20200114,-1.1635777,-1.5896657,-0.06278068,-0.53276294,0.24405949,-0.9382166,-0.24146885,0.17863259,0.11830025,-0.18433557,0.26579335,0.32508063,-0.069631495,0.57339877,0.60541964,-0.00046765237,-0.25153565,-0.2559563,0.5526911,-0.2026828,-0.27343205,0.35412204,0.004696874,-0.10440698,0.053213574,-0.084437475,0.2944633,-0.3522786,-0.019085264,0.09087352,-0.06334554,0.30006614,-0.3344066,-0.13931394,0.07356838,0.55651855,0.2255811,0.30804458,0.27831903,-0.18093781,0.323753,-0.0088380035,0.100512624,-0.022049177,-0.04203684
59,5.5776153,5.425047,1.1151752,2.5091288,2.9778748,5.9984827,3.1240141,2.270012,-2.3230524,2.0800302,-0.63763964,-5.7474895,8.978014,3.649259,-0.5978588,-5.388764,-5.533737,-4.0476394,-2.8967488,2.4013636,3.6825929,9.042185,-2.3691561,-3.9263225,-1.648716,-3.6336823,1.5105758,-1.1697026,-3.7710767,1.5742877,1.8775275,-0.49610445,-0.576028,0.22834581,-1.488281,2.0355654,-1.0601668,0.9037685,2.021022,-2.6011705,-0.4153813,0.34207815,-1.0267622,-0.33583263,-1.0424085,0.14918233,0.096066654,-0.17559889,0.6480564,-0.2412271,-0.075934224,0.99180365,-0.47206414,0.26226613,0.20540091,-0.2792057,-0.1584632,-0.2513421,0.08619901,0.14953323,0.178331,-0.21672454,0.14880659,-0.15794148,-0.020512853,0.0321498,0.12050928,0.18421884,0.028176375,0.10413818,0.095964886,0.073862374,0.043871015,0.14158367,-0.1997863,-0.1714777,0.17939138,-0.098723255,-0.13948107,-0.099360116,-0.07313744,-0.15976351,-0.11472207,0.0957896,0.010064305,0.17576978,-0.3260955,-0.040638123,-0.03954643,0.1780507,-0.015736993,-0.043199636,-0.054646336,0.004177885,0.022535084,0.07106839,0.026655706,0.029379178,-0.076817006,-0.044756327
60,0.5409407,-2.9107895,-2.7994497,-2.2631636,2.8247592,7.233265,6.9232802,5.144742,-8.936148,-1.8065215,2.8373682,-5.6536274,3.5686631,1.526865,-6.077005,-2.46496,-2.215005,-0.7792236,4.573337,-1.7232015,-7.0272317,-3.902715,1.5076879,0.67741764,-1.8373065,2.7404475,2.4892614,0.58169836,4.5335665,-0.46621183,-2.9000733,1.7175059,-1.6977086,-1.8942695,-0.0972758,-1.603364,-1.8467075,-0.7700888,0.2907978,-1.6782428,2.448697,0.1181492,0.4090763,0.20581688,0.37863898,0.23517908,0.14899896,-0.98154956,0.36882797,0.58979213,-0.49169022,-0.24796867,0.55287886,0.75145847,0.70186293,-0.09819077,0.421038,-0.29598135,0.13053478,-0.06662312,-0.2161478,0.15360671,-0.34072012,-1.5170534,-0.44157696,0.12730032,0.4141081,-0.26384184,0.039733723,-0.011390402,0.3184472,-0.058469888,-0.38990706,0.13031465,0.024990683,-0.17063534,-0.065772295,-0.017490463,-0.12762316,-0.16281399,0.12690508,-0.1733682,-0.087495215,0.23692966,0.30988574,-0.033332042,-0.24083705,0.023493608,0.043165144,-0.09711361,0.09470298,-0.17224972,-0.01979851,-0.01889157,0.07948725,-0.20867488,0.026985709,-0.07565782,-0.082742654,-0.069973774
61,-6.2925954,1.7322515,-4.413726,5.350113,-0.22834219,7.2052765,-4.641537,1.2850165,6.884835,3.3322728,-1.4732506,3.106511,3.2311215,-0.4723923,-4.8194118,3.8842149,-5.833434,-1.6057945,7.3201814,4.646107,2.7918153,-4.7449417,-3.2538261,-2.4941146,3.5928636,0.64079314,2.9383178,0.6666667,-1.3873091,-3.4232905,1.4141537,1.6568564,2.951545,1.3829618,0.7926549,-1.3621162,-0.7022355,0.72587097,-0.30797872,0.862436,1.920523,-1.0090173,-0.31268913,-1.167739,0.08307333,0.41909444,-0.65514773,0.021064814,0.10630077,-1.281789,0.5520531,-0.4854291,-0.45026344,0.4298612,-0.50311,0.53138256,-0.060286906,-1.5979143,0.4228391,-0.27190712,-0.21397942,0.08030823,0.10902764,0.06331348,-0.24524896,-0.04706654,0.25204197,-0.0781849,0.3072264,0.18647769,-0.0757605,-0.17019305,0.032798596,-0.046498686,0.04729349,-0.077077724,0.031633362,-0.21730305,-0.04027959,0.040816076,-0.10383081,-0.07643815,-0.030524993,0.16550778,0.07273838,0.020142004,-0.17042758,-0.13339056,0.07437533,0.02236211,-0.06076266,-0.06641621,-0.13461472,0.02672086,0.13547345,-0.061588474,-0.049790446,-0.14323807,0.01183576,0.097923376
62,3.8044844,-2.1191475,3.9247913,1.1398865,-4.562683,4.6176877,-1.1444081,2.7018135,3.7494426,2.0901577,4.062245,-1.3185455,4.63239,0.4167815,-1.6488686,-1.3378929,0.52568537,4.2031565,1.2195303,-3.7114112,-6.73926,0.3734571,-0.022259274,3.0789862,-1.5413622,-3.2370937,1.9441419,-3.4210296,-5.1648593,-2.607403,-3.5352142,0.9067555,4.693545,-2.2492394,-0.3443045,-2.3863218,5.2634273,-2.8852317,-1.2771423,-4.3075967,-5.0624886,-5.04779,0.27406022,-4.079943,1.5839882,-4.8081074,2.5851,2.5073097,-1.9277812,-0.49555153,0.044642594,0.190792,1.1521767,0.21481046,-0.8751332,1.19971,0.05991831,-0.11766781,-0.37447906,-0.6094073,-0.40670374,0.19642799,0.12795682,-0.09514146,-0.051692106,0.14649533,-0.032480214,0.18076892,0.1805508,-0.09753027,0.09907055,0.12666233,-0.044101372,0.028319124,-0.019962542,0.07232698,-0.09797044,-0.031342912,-0.14885248,-0.13969222,-0.23302928,-0.07898222,0.030718796,0.18671341,0.35123628,0.12943335,-0.026480341,-0.1681465,0.13783503,-0.1120892,-0.13556746,-0.038914658,0.026912605,-0.042799376,0.09396661,-0.0011340044,0.07992045,-0.1430102,0.052255098,-0.016692339
63,19.41749,0.63083667,-3.8024426,5.6223803,1.4353949,3.550372,1.6039484,-2.7319956,-3.5713022,1.1418406,-1.6136916,1.9823047,-3.3453104,-2.5020688,0.42278475,0.8539388,0.27241412,-0.99023926,0.40943363,-0.9603123,2.6243024,-1.0428412,-0.41018823,0.5573265,1.0710096,-0.011431793,-1.7377495,0.36424068,0.97064567,-1.4582441,-0.95590055,0.42409417,0.3884278,-1.0132045,0.4042482,-0.41717222,-0.4836797,0.21354818,-0.01752384,0.511953,-0.53870517,-0.9607099,0.4756347,-0.07637457,0.26500365,0.12482825,0.5036273,-0.10900549,-0.06136231,0.120614596,0.05326445,-0.057496857,0.41391832,0.42135495,0.25807884,0.052130986,0.6629292,-0.5010566,-0.38398468,-0.32559714,-0.07415235,-0.021105364,-0.123212054,0.039620444,-0.014605476,0.16468257,0.17220508,0.1789545,0.21405865,-0.034466542,0.17899995,0.107345,-0.0048043975,0.08492428,0.14500517,0.15637447,0.032952596,-0.08740802,-0.22289823,-0.3460282,-0.056347884,-0.23915353,-0.10292625,-0.21557249,0.11363411,0.007575908,-0.14721501,-0.22038573,-0.02327966,0.3065785,0.08686882,-0.03041486,-0.18611313,-0.09868853,0.17111547,0.026831815,0.073314875,0.17352147,0.041343533,-0.014539299
64,-3.7079306,-1.4905393,2.528586,6.408474,-0.80728644,-1.5345598,0.5189754,4.2409177,-1.1839371,-1.4658222,-5.118179,0.16267906,1.2773211,2.4515324,-5.686654,-3.9945395,-1.7932794,6.118148,-6.007007,4.0410237,2.4426088,-0.2777689,0.7406109,-3.5770538,-1.2901188,1.0888889,-6.6866813,4.416995,7.3624015,-1.5510838,2.4872367,0.37966105,-0.5300807,2.7398448,2.5379603,-4.914375,2.2203379,4.1431856,-0.8230932,-1.9244533,-2.4716253,-0.6359509,-1.7564702,1.0341048,0.868723,-0.38683465,0.8608246,0.71307963,-1.1819333,0.41851053,-0.22579451,0.4982857,1.6216708,0.51333874,-0.009937459,-0.2783082,-1.3440684,-0.5104529,-0.47725987,-0.11876977,-0.69467866,-0.17624174,0.4273802,-0.23809066,-0.57113785,0.034251507,0.46898177,0.19983661,0.062059782,0.071588255,0.3361574,0.18836005,0.36780423,0.07371922,-0.16069527,0.26441988,0.24341919,-0.51574075,0.35127378,-0.18443263,0.11752817,-0.38902456,0.21086636,-0.25671652,-0.055526484,-0.03288936,-0.28228006,-0.046245676,0.05103928,0.107867576,-0.016322475,0.14469579,0.09953313,-0.11131452,-0.026869461,-0.0051198895,-0.017294405,0.07249923,-0.010393584,0.07077212
65,-7.967213,2.0088854,7.477577,5.6533647,-0.80675167,5.5287805,-1.6091148,0.4804423,-6.198296,-4.5556717,3.843766,4.240006,-6.1072516,0.52658397,-2.672866,3.1039057,2.0247304,-1.3856319,-2.8465014,-1.709647,2.0856118,0.22320178,-5.8696127,1.5680635,0.61648744,-0.2809163,1.9755124,-1.013138,0.12609495,0.548429,0.65796316,-0.6648749,-0.85143214,-2.1926801,-0.76633,-0.56460947,-0.8666572,0.39536747,0.5964936,-1.10796,-0.52545255,-0.10022781,0.07667052,-0.17705321,-0.31305155,-0.22324882,0.67748785,-0.0034576396,0.12621808,0.09123742,0.062057566,0.4814508,0.3518913,0.12628907,0.7093764,0.132417,0.40949622,-0.34926254,-0.4182655,-0.4752106,-0.52510965,0.07430841,0.18590206,-0.083707556,-0.42493293,-0.06233072,0.2982374,-0.012201439,0.13352689,0.044405557,-0.02799656,-0.20236005,0.09186596,-0.055271402,-0.08839027,-0.080932066,0.032406032,-0.24332382,0.08568414,-0.17306353,-0.14005005,-0.015761873,0.11352284,0.15307331,0.15533744,-0.07429309,-0.22225888,-0.15232712,0.03006586,0.16125752,0.11041099,0.057316687,-0.15513511,-0.030608423,0.10110764,-0.24522348,-0.08023877,-0.014025569,0.14311711,-0.14625992
